Time_tick,PV,Demand,Day,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,AvgTemp_F,Yn,Yn_class
1,0.0,3.85,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5136503126662754,1.0
2,0.0,4.08,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5066689973973556,1.0
3,0.0,3.96,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.4995120035166357,1.0
4,0.0,3.96,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.4921284096873623,1.0
5,0.0,3.9,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.48451482128954204,1.0
6,0.0,3.72,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.47688935111068903,1.0
7,0.0,3.74,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.46996914144587354,1.0
8,0.0,3.9,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.46396806190946055,1.0
9,0.0,3.87,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.4567304424430907,1.0
10,0.0,3.86,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.4490676299166708,1.0
11,0.0,3.82,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.4409176699692556,1.0
12,0.0,3.72,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.43289925684240144,1.0
13,0.0,3.74,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.4255894989514208,1.0
14,0.0,3.82,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.4181821419674526,1.0
15,0.0,3.97,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.4103733549762866,1.0
16,0.0,3.93,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.40163779965620483,1.0
17,0.0,3.98,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.39269855898910877,1.0
18,0.0,4.36,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.38409879376457967,1.0
19,0.0,3.88,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.3750280062769225,1.0
20,0.0,3.88,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.3671097384117363,1.0
21,0.0,3.82,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.3589835416190158,1.0
22,0.0,3.93,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.3509006280643786,1.0
23,0.0,3.95,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.3419902426856526,1.0
24,0.0,3.98,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.33141472990061155,0.0
25,0.0,3.87,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.32232866601192833,0.0
26,0.0,3.77,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.3151377246073203,0.0
27,0.0,3.78,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.30794508579087293,0.0
28,0.0,3.9,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.3010333629306475,0.0
29,0.0,4.36,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.29392898784944194,0.0
30,0.0,4.04,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.2859131208403468,0.0
31,0.0,3.73,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.27872133062797644,0.0
32,0.0,0.99,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.2751822977236006,0.0
33,0.0,1.01,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.28238766687423633,0.0
34,0.002,1.11,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.2894148113462345,0.0
35,0.011,1.28,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.29667619396729916,0.0
36,0.02,1.08,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.3037822665112654,0.0
37,0.0203333,0.99,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.3113186243507996,0.0
38,0.055,0.96,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.31949234755475225,0.0
39,0.098,1.1,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.32706689639685166,0.0
40,0.137,1.52,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.3352092181437539,1.0
41,0.1626667,1.22,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.3418213537212101,1.0
42,0.1796667,1.04,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.3494154224430126,1.0
43,0.281,0.94,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.3573073810866664,1.0
44,0.3193333,0.99,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.3655082623708352,1.0
45,0.261,1.11,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.37365397873773076,1.0
46,0.2793333,1.11,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.3813711073227402,1.0
47,0.357,1.11,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.3894913631231016,1.0
48,0.451,0.99,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.39862410486986155,1.0
49,0.601,1.02,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.40751242420020406,1.0
50,0.4376667,1.04,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.41619705818353214,1.0
51,0.3326667,1.13,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.42436399194381275,1.0
52,0.39,1.16,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.43239089212986365,1.0
53,0.3816667,1.07,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.44056376667881797,1.0
54,0.3946667,1.04,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.4489445700534638,1.0
55,0.6496667,1.08,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.45702748370994356,1.0
56,1.3836666,1.18,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.46575964430818934,1.0
57,0.7886667,1.2,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.4764115390983607,1.0
58,0.1743333,1.22,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.48565036709914755,1.0
59,0.135,1.08,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.49312137575405773,1.0
60,0.1746667,1.24,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5007977672696644,1.0
61,0.0903333,1.2,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5078367935226952,1.0
62,0.0183333,1.23,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5145337978589506,1.0
63,0.0046667,1.22,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5214803168471412,1.0
64,0.0,2.34,1,1,0,0,0,0,0,0,0,0,0,0,38.8,0.528442960993199,1.0
65,0.0,3.82,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5324148252599805,1.0
66,0.0,3.77,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5325675892702414,1.0
67,0.0,3.96,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5327203532805022,1.0
68,0.0,4.06,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5321602185762125,1.0
69,0.0,4.02,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5319819938975748,1.0
70,0.0,4.18,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5317273872138067,1.0
71,0.0,3.88,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5311163311727635,1.0
72,0.0,4.2,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5308871851573722,1.0
73,0.0,3.98,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5297159944120392,1.0
74,0.0,4.04,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5293340843863872,1.0
75,0.0,3.96,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5289776350291119,1.0
76,0.0,3.88,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5288757923556047,1.0
77,0.0,3.87,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5287484890137206,1.0
78,0.0,3.88,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5284684216615757,1.0
79,0.0,4.02,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5282647363145614,1.0
80,0.0,4.34,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5280101296307933,1.0
81,0.0,4.03,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.526889860222214,1.0
82,0.0,3.83,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5263297255179242,1.0
83,0.0,3.81,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5259732761606489,1.0
84,0.0,3.95,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5266607142068227,1.0
85,0.0,3.98,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5265588715333154,1.0
86,0.0,3.98,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5262278828444169,1.0
87,0.0,3.82,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5258459728187649,1.0
88,0.0,3.86,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5257186694768808,1.0
89,0.0,3.98,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5252858381144753,1.0
90,0.0,4.04,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5259478154922721,1.0
91,0.0,3.98,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5253876807879825,1.0
92,0.0,3.96,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5248784674204463,1.0
93,0.0,3.83,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5246493214050552,1.0
94,0.0,3.74,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5229943779605627,1.0
95,0.0,3.94,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5166037501979848,1.0
96,0.0,3.95,0,1,0,0,0,0,0,0,0,0,0,0,38.8,0.5101367404302763,1.0
1,0.0,3.9,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5036188093258144,1.0
2,0.0,3.88,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4971008782213523,1.0
3,0.0,3.83,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4953440921033528,1.0
4,0.0,3.74,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4926885443916521,1.0
5,0.0,3.99,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.49111592374096386,1.0
6,0.0,3.92,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4876991020447967,1.0
7,0.0,3.94,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4844503207599164,1.0
8,0.0,3.79,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4812083290205508,1.0
9,0.0,3.74,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4776260129799344,1.0
10,0.0,3.83,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.47412092759944663,1.0
11,0.0,3.9,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.47033407755681744,1.0
12,0.0,3.92,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4660762052510601,1.0
13,0.0,3.83,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.46225795354769506,1.0
14,0.0,3.76,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4583726555533946,1.0
15,0.0,3.8,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4546367269493617,1.0
16,0.0,3.92,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4510883583307908,1.0
17,0.0,3.9,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4476672931559465,1.0
18,0.0,3.81,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4441291088047263,1.0
19,0.0,3.69,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4404899307405252,1.0
20,0.0,4.08,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.43929752280549245,1.0
21,0.0,3.91,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4367047782115781,1.0
22,0.0,3.85,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.43345939154669105,1.0
23,0.0,3.83,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4303107555234787,1.0
24,0.0,3.77,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4272936663208273,1.0
25,0.0,3.69,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.42404658244778637,1.0
26,0.0,4.24,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4211398227741536,1.0
27,0.0,3.82,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.41690741103493034,1.0
28,0.0,3.78,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.41351944472897595,1.0
29,0.0,3.87,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.41020361705131764,1.0
30,0.0,3.18,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4069446514990866,1.0
31,0.0,1.23,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4057480000853768,1.0
32,0.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.40943979700001354,1.0
33,0.0,1.39,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.41725622219169256,1.0
34,0.0,1.34,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4266257481543568,1.0
35,0.0,3.19,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.43624988080078886,1.0
36,0.003,2.79,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.44187668851206274,1.0
37,0.0076667,3.13,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4476129770973569,1.0
38,0.012,2.66,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.45030586725846716,1.0
39,0.016,2.66,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.453773610291388,1.0
40,0.0533333,2.72,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.45722607692328276,1.0
41,0.087,2.47,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.460289843882168,1.0
42,0.0766667,2.44,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.46410130593817567,1.0
43,0.1873333,2.53,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.46816652612479565,1.0
44,0.3723333,2.6,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.47246258943311836,1.0
45,0.1696667,2.59,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.47707691119799367,1.0
46,0.136,2.44,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4809206234678929,1.0
47,0.1673333,2.46,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4847295394570628,1.0
48,0.0836667,2.49,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4890256028672282,1.0
49,0.0336667,2.61,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.49321048809337653,1.0
50,0.0996667,2.61,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.4970134633957155,1.0
51,0.1793333,2.56,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5007044116553538,1.0
52,0.0983333,3.32,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5050310278675714,1.0
53,0.0983333,3.16,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5064780423845295,1.0
54,0.0646667,2.7,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5084088097024897,1.0
55,0.0466667,2.66,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5120106456228092,1.0
56,0.035,2.68,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5154138884316323,1.0
57,0.0553333,2.55,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5187365056548053,1.0
58,0.0216667,2.57,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5220854320995109,1.0
59,0.0123333,2.59,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5252213378903775,1.0
60,0.0106667,2.5,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5283844014559324,1.0
61,0.0023333,2.48,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.532077895884251,1.0
62,0.0,2.59,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5359029368276028,1.0
63,0.0,2.71,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5393401270584715,1.0
64,0.0,2.68,1,1,0,0,0,0,0,0,0,0,0,0,34.3,0.54214080057992,1.0
65,0.0,4.47,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5451451594483829,1.0
66,0.0,5.07,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5433374519936297,1.0
67,0.0,5.12,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5404858571354276,1.0
68,0.0,5.4,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5376851836139791,1.0
69,0.0,5.04,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5342225327147336,1.0
70,0.0,4.18,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5312945558514012,1.0
71,0.0,4.01,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5305307358000969,1.0
72,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5302252077795754,1.0
73,0.0,3.87,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5300724437693145,1.0
74,0.0,3.88,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5302252077795754,1.0
75,0.0,3.96,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5302761291163289,1.0
76,0.0,4.03,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5299196797590536,1.0
77,0.0,4.04,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.529359545054764,1.0
78,0.0,3.93,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5288503316872278,1.0
79,0.0,3.8,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5290794777026191,1.0
80,0.0,3.98,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5292831630496335,1.0
81,0.0,4.05,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5288503316872278,1.0
82,0.0,4.07,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5282647363145614,1.0
83,0.0,3.96,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5275009162632572,1.0
84,0.0,4.08,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5269153208905907,1.0
85,0.0,3.79,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5259478154922721,1.0
86,0.0,3.82,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5259223548238954,1.0
87,0.0,4.05,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5259732761606489,1.0
88,0.0,3.95,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5257441301452577,1.0
89,0.0,3.95,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.525693208808504,1.0
90,0.0,3.81,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5264315681914314,1.0
91,0.0,3.78,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5264061075230546,1.0
92,0.0,3.82,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5266607142068227,1.0
93,0.0,3.94,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5270935455692283,1.0
94,0.0,3.98,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5256677481401273,1.0
95,0.0,3.94,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5193789630510565,1.0
96,0.0,3.81,0,1,0,0,0,0,0,0,0,0,0,0,34.3,0.5121226725636672,1.0
1,0.0,3.86,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.5079725836182479,1.0
2,0.0,3.76,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.5042553260352345,1.0
3,0.0,3.95,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.5034915059839303,1.0
4,0.0,4.02,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.5051464494284226,1.0
5,0.0,4.04,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.5071731186312163,1.0
6,0.0,3.89,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.5095884875070193,1.0
7,0.0,3.88,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.5109065014739396,1.0
8,0.0,3.89,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.5121846270264551,1.0
9,0.0,3.94,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.5134007984217107,1.0
10,0.0,3.93,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.5143097442827628,1.0
11,0.0,3.9,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.5151711634270543,1.0
12,0.0,3.82,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.5162812485682831,1.0
13,0.0,3.81,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.5170790161434753,1.0
14,0.0,3.84,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.518370720583335,1.0
15,0.0,4.02,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.5180397318944366,1.0
16,0.0,3.88,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.5189189736084348,1.0
17,0.0,3.81,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.5196352669429786,1.0
18,0.0,3.82,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.5206460554775377,1.0
19,0.0,3.77,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.5213716845262766,1.0
20,0.0,3.73,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.5227898437548647,1.0
21,0.0,3.7,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.5184700169863192,1.0
22,0.0,3.78,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.5131818361644568,1.0
23,0.0,3.84,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.5075847326002368,1.0
24,0.0,3.96,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.5024883554461989,1.0
25,0.0,3.93,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4971806546427907,1.0
26,0.0,4.24,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4919773426815702,1.0
27,0.0,3.8,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.48596183529728687,1.0
28,0.0,3.88,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4808883727447881,1.0
29,0.0,3.99,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4750205372370902,1.0
30,0.0,3.38,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.46717695396519493,1.0
31,0.0,1.51,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4608601621409097,1.0
32,0.0,1.09,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4588233086707653,1.0
33,0.0,2.18,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4579321852775772,1.0
34,0.0,2.4,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.45859416265537406,1.0
35,0.0,3.46,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.46088562280928647,1.0
36,0.0,4.6,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.46093654414604013,1.0
37,0.004,4.82,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4574484325784179,1.0
38,0.0113333,5.0,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4543269546354216,1.0
39,0.0323333,4.44,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.44992565362622766,1.0
40,0.048,4.43,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4471563815618297,1.0
41,0.0423333,4.41,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4444269979118362,1.0
42,0.223,4.52,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4416831864139723,1.0
43,0.2816667,4.55,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4390429151032976,1.0
44,0.214,4.55,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.43744313657607864,1.0
45,0.3166667,4.45,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4350600180160098,1.0
46,0.3926667,4.71,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4331165203638612,1.0
47,0.64,4.35,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4303226364897701,1.0
48,0.3346667,4.7,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.42899868173417616,1.0
49,0.3886667,4.55,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4259807438765265,1.0
50,0.313,4.52,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4248061585112001,1.0
51,0.475,4.58,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4225477972261776,1.0
52,0.503,4.83,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4204982134218448,1.0
53,0.3566667,2.39,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4179343241163006,1.0
54,0.317,1.94,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4208792747924985,1.0
55,0.3283333,1.91,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.42489442219552065,1.0
56,0.2416667,2.08,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.42914211033577,1.0
57,0.3646667,2.24,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4329654540709677,1.0
58,0.2836667,2.17,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.436694593435014,1.0
59,0.1026667,1.98,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4404466472987567,1.0
60,0.0926667,1.9,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4439924698504899,1.0
61,0.0346667,1.61,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.44766559564226444,1.0
62,0.0106667,0.92,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.45177664503196274,1.0
63,0.001,0.9,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.45796528485936566,1.0
64,0.0,0.71,1,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4642056946785206,1.0
65,0.0,0.74,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.47095277179837375,1.0
66,0.0,2.44,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.47752162423958944,1.0
67,0.0,3.3,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.479405713699473,1.0
68,0.0,3.48,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4793293316943426,1.0
69,0.0,3.23,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.47920202835245856,1.0
70,0.0,3.59,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4795075563729802,1.0
71,0.0,3.26,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4790238036738209,1.0
72,0.0,3.32,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.47927841035758895,1.0
73,0.0,3.31,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.47910018567895135,1.0
74,0.0,3.29,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4788455789951833,1.0
75,0.0,3.26,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.47851459030628485,1.0
76,0.0,3.64,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4785655116430384,1.0
77,0.0,3.4,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4779289949336183,1.0
78,0.0,3.37,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4777253095866039,1.0
79,0.0,3.22,0,1,0,0,0,0,0,0,0,0,0,0,28.8,0.4777507702549807,1.0
